nazov,okres,typ_zariadenia,detail_url,kategoria,operator,kod,psc,mesto,web,email,telefon,ulica
"Dermatovenerologická ambulancia, Bratislava-Staré Mesto, (Crystal Esthetic Group, s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/dermatovenerologicka-ambulancia-bratislava-stare-mesto-crystal-esthetic-group-s.-r.-o..html?page_id=151985,Ambulancia,"Crystal Esthetic Group, s. r. o.",61-47486481-A0003,81105,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"SVaLZ, fyzioterapia, Bratislava-Staré Mesto, (Mgr. Vladimír Chovanec)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/svalz-fyzioterapia-bratislava-stare-mesto-mgr.-vladimir-chovanec.html?page_id=151897,SVaLZ,Mgr. Vladimír Chovanec,61-56641605-A0001,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Staré Mesto, (MDclinic a.s.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/vseobecna-ambulancia-pre-dospelych-bratislava-stare-mesto-mdclinic-a.s..html?page_id=151892,Ambulancia,MDclinic a.s.,51-44571747-A0085,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.mdclinic.sk,,,
"Dermatovenerologická ambulancia, MUDr. Marcela Zelenická, Bratislava-Staré Mesto, (Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/dermatovenerologicka-ambulancia-mudr.-marcela-zelenicka-bratislava-stare-mesto-univerzitna-nemocnica-s-poliklinikou-milosrdni-bratia-spol.-s-r.-o..html?page_id=151811,Ambulancia,"Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r. o.",61-31386563-A0102,81465,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.milosrdni.eu,,,
"Psychiatrická ambulancia, MUDr. Viktor Segeda, PhD., Bratislava-Staré Mesto, (MENTAL HEALTH B.V.S., s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/psychiatricka-ambulancia-mudr.-viktor-segeda-phd.-bratislava-stare-mesto-mental-health-b.v.s..html?page_id=151579,Ambulancia,"MENTAL HEALTH B.V.S., s.r.o.",51-45332398-A0002,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Chirurgická a proktologická ambulancia, Bratislava-Staré Mesto, (CONCEPT CLINIC MEDICAL s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/chirurgicka-a-proktologicka-ambulancia-bratislava-stare-mesto-concept-clinic-medical.html?page_id=151420,Ambulancia,CONCEPT CLINIC MEDICAL s.r.o.,61-52112829-A0010,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.cclinic.sk,cclinic@cclinic.sk,+421 2 3231 3333,
"Jednodňová zdravotná starostlivosť, chirurgia, Bratislava-Staré Mesto, (CONCEPT CLINIC MEDICAL s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/jednodnova-zdravotna-starostlivost-chirurgia-bratislava-stare-mesto-concept-clinic-medical.html?page_id=151421,Jednodňová starostlivosť,CONCEPT CLINIC MEDICAL s.r.o.,61-52112829-A0011,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.cclinic.sk,cclinic@cclinic.sk,+421 2 3231 3333,
"SVaLZ, fyzioterapia, Bratislava-Staré Mesto, (Mariana Kmeťová)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/svalz-fyzioterapia-bratislava-stare-mesto-mariana-kmetova.html?page_id=151291,SVaLZ,Mariana Kmeťová,61-41121422-A0001,81103,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Všeobecná ambulancia pre deti a dorast, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/vseobecna-ambulancia-pre-deti-a-dorast-bratislava-stare-mesto-meddi-clinic.html?page_id=151077,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0024,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Neurologická ambulancia, Bratislava-Staré Mesto, (Mediunia s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/neurologicka-ambulancia-bratislava-stare-mesto-mediunia.html?page_id=151024,Ambulancia,Mediunia s.r.o.,61-55866212-A0001,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Otorinolaryngologická ambulancia, Bratislava-Staré Mesto, (Cliniq s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/otorinolaryngologicka-ambulancia-bratislava-stare-mesto-cliniq-s.-r.-o.-1.html?page_id=150740,Ambulancia,Cliniq s. r. o.,61-51179458-A0051,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Algeziologická ambulancia, Bratislava-Staré Mesto, (Cliniq s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/algeziologicka-ambulancia-bratislava-stare-mesto-cliniq-s.-r.-o..html?page_id=150738,Ambulancia,Cliniq s. r. o.,61-51179458-A0052,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia klinickej imunológie a alergológie, Bratislava-Staré Mesto, (Cliniq s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-klinickej-imunologie-a-alergologie-bratislava-stare-mesto-cliniq-s.-r.-o.-1.html?page_id=150739,Ambulancia,Cliniq s. r. o.,61-51179458-A0050,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Kardiologická ambulancia, Bratislava-Staré Mesto, (IBDcentrum s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/kardiologicka-ambulancia-bratislava-stare-mesto-ibdcentrum-s.-r.-o..html?page_id=150718,Ambulancia,IBDcentrum s. r. o.,61-47816821-A0018,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.assiduo.sk,,,
"Ortopedická ambulancia, Bratislava-Staré Mesto, (IBDcentrum s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ortopedicka-ambulancia-bratislava-stare-mesto-ibdcentrum-s.-r.-o..html?page_id=150719,Ambulancia,IBDcentrum s. r. o.,61-47816821-A0019,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.assiduo.sk,,,
"SVaLZ, ultrazvukové vyšetrovacie metódy, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/svalz-ultrazvukove-vysetrovacie-metody-bratislava-stare-mesto-meddi-clinic.html?page_id=150717,SVaLZ,MEDDI clinic s.r.o.,61-53139321-A0023,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Neurologická ambulancia, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/neurologicka-ambulancia-bratislava-stare-mesto-meddi-clinic.html?page_id=150713,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0020,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Oftalmologická ambulancia, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/oftalmologicka-ambulancia-bratislava-stare-mesto-meddi-clinic.html?page_id=150714,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0019,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Otorinolaryngologická ambulancia, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/otorinolaryngologicka-ambulancia-bratislava-stare-mesto-meddi-clinic.html?page_id=150715,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0022,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Pneumologicko-ftizeologická ambulancia, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/pneumologicko-ftizeologicka-ambulancia-bratislava-stare-mesto-meddi-clinic.html?page_id=150716,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0018,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Endokrinologická ambulancia, Bratislava-Staré Mesto, (MEDDI clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/endokrinologicka-ambulancia-bratislava-stare-mesto-meddi-clinic.html?page_id=150712,Ambulancia,MEDDI clinic s.r.o.,61-53139321-A0021,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Jednodňová zdravotná starostlivosť, plastická chirurgia, Bratislava-Staré Mesto, (GPN s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/jednodnova-zdravotna-starostlivost-plasticka-chirurgia-bratislava-stare-mesto-gpn.html?page_id=150662,Jednodňová starostlivosť,GPN s.r.o.,51-36713422-A0015,81103,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.gpn.sk,,,
"Chirurgická ambulancia, Bratislava-Staré Mesto, (STRATENY, s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/chirurgicka-ambulancia-bratislava-stare-mesto-strateny-s.-r.-o..html?page_id=150170,Ambulancia,"STRATENY, s. r. o.",61-44443242-A0001,81106,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia diabetológie a porúch látkovej premeny a výživy, Adela Penesová, Bratislava-Staré Mesto, (Adia-Mar s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-adela-penesova-bratislava-stare-mesto-adia-mar-s.-r.-o..html?page_id=150147,Ambulancia,Adia-Mar s. r. o.,61-55246451-A0001,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia plastickej chirurgie, Bratislava-Staré Mesto, (KAHN KLINIK s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-plastickej-chirurgie-bratislava-stare-mesto-kahn-klinik-s.-r.-o..html?page_id=150088,Ambulancia,KAHN KLINIK s. r. o.,61-55924697-A0001,81101,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Pastel Care Detská Ambulancia, Bratislava-Staré Mesto, (Pastel Care Group s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/pastel-care-detska-ambulancia-bratislava-stare-mesto-pastel-care-group.html?page_id=150085,Ambulancia,Pastel Care Group s.r.o.,61-56051964-A0001,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Pastel Care Detská Ambulancia, Bratislava-Staré Mesto, (Pastel Care Group s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/pastel-care-detska-ambulancia-bratislava-stare-mesto-pastel-care-group-1.html?page_id=150086,Ambulancia,Pastel Care Group s.r.o.,61-56051964-A0002,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Dermatovenerologická ambulancia, Bratislava-Staré Mesto, (MUDr. Stanislava Tóthová, PhD.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/dermatovenerologicka-ambulancia-bratislava-stare-mesto-mudr.-stanislava-tothova-phd..html?page_id=149973,Ambulancia,"MUDr. Stanislava Tóthová, PhD.",61-56098669-A0001,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia klinickej logopédie, Bratislava-Staré Mesto, (NeuroPerspectiva s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-klinickej-logopedie-bratislava-stare-mesto-neuroperspectiva.html?page_id=149950,Ambulancia,NeuroPerspectiva s.r.o.,61-46809635-A0002,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia čeľustnej ortopédie, Bratislava-Staré Mesto, (Family Dental Care - Ortho s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-celustnej-ortopedie-bratislava-stare-mesto-family-dental-care-ortho-s.-r.-o..html?page_id=149871,Ambulancia,Family Dental Care - Ortho s. r. o.,51-51487683-A0003,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia čeľustnej ortopédie, Bratislava-Staré Mesto, (Family Dental Care - Ortho s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-celustnej-ortopedie-bratislava-stare-mesto-family-dental-care-ortho-s.-r.-o.-1.html?page_id=149872,Ambulancia,Family Dental Care - Ortho s. r. o.,51-51487683-A0004,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Family Dental Care - Ortho s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-family-dental-care-ortho-s.-r.-o..html?page_id=149867,Ambulancia,Family Dental Care - Ortho s. r. o.,51-51487683-A0001,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Family Dental Care - Ortho s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-family-dental-care-ortho-s.-r.-o.-1.html?page_id=149868,Ambulancia,Family Dental Care - Ortho s. r. o.,51-51487683-A0002,81102,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Staré Mesto, (HALMO, s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/vseobecna-ambulancia-pre-dospelych-bratislava-stare-mesto-halmo-1.html?page_id=149854,Ambulancia,"HALMO, s.r.o.",61-53492722-A0002,81107,Bratislava IdZZ,,,,Mýtna 5
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Dental Friends s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-dental-friends-1.html?page_id=149790,Ambulancia,Dental Friends s.r.o.,61-54684668-A0002,82108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Dental Friends s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-dental-friends-2.html?page_id=149791,Ambulancia,Dental Friends s.r.o.,61-54684668-A0003,82108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Dental Friends s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-dental-friends-3.html?page_id=149792,Ambulancia,Dental Friends s.r.o.,61-54684668-A0004,82108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia klinickej psychológie, Bratislava-Staré Mesto, (Laetitia Clinic s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-klinickej-psychologie-bratislava-stare-mesto-laetitia-clinic.html?page_id=149726,Ambulancia,Laetitia Clinic s.r.o.,61-54762219-A0001,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia plastickej chirurgie, Bratislava-Staré Mesto, (MUDr. Lopatková - plastický chirurg, s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-plastickej-chirurgie-bratislava-stare-mesto-mudr.-lopatkova-plasticky-chirurg-s.-r.-o..html?page_id=149651,Ambulancia,"MUDr. Lopatková - plastický chirurg, s. r. o.",51-44922671-A0001,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Oftalmologická ambulancia, Bratislava-Staré Mesto, (DUOS očná ambulancia - MUDr. Stanislava Bírócziová s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/oftalmologicka-ambulancia-bratislava-stare-mesto-duos-ocna-ambulancia-mudr.-stanislava-birocziova.html?page_id=149601,Ambulancia,DUOS očná ambulancia - MUDr. Stanislava Bírócziová s.r.o.,61-55594506-A0001,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.duosambulancia.sk,info@duosambulancia.sk,,
"Tkanivové zariadenie, Búdková, Bratislava-Staré Mesto, (proRM, s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/tkanivove-zariadenie-budkova-bratislava-stare-mesto-prorm.html?page_id=149578,Iné,"proRM, s.r.o.",51-51800373-A0001,81104,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Staré Mesto, (Ortodentik, s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-zubneho-lekarstva-bratislava-stare-mesto-ortodentik.html?page_id=149513,Ambulancia,"Ortodentik, s.r.o.",61-36696455-A0005,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.ortodentik.sk,,,
"Ambulancia čeľustnej ortopédie, Bratislava-Staré Mesto, (Ortodentik, s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-celustnej-ortopedie-bratislava-stare-mesto-ortodentik.html?page_id=149514,Ambulancia,"Ortodentik, s.r.o.",61-36696455-A0003,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.ortodentik.sk,,,
"Ambulancia čeľustnej ortopédie, Bratislava-Staré Mesto, (Ortodentik, s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/ambulancia-celustnej-ortopedie-bratislava-stare-mesto-ortodentik-1.html?page_id=149515,Ambulancia,"Ortodentik, s.r.o.",61-36696455-A0004,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.ortodentik.sk,,,
"Neurologická ambulancia, Bratislava-Staré Mesto, (Proctocare s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/neurologicka-ambulancia-bratislava-stare-mesto-proctocare-s.-r.-o..html?page_id=149506,Ambulancia,Proctocare s. r. o.,61-52588319-A0005,81107,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Oftalmologická ambulancia, Bratislava-Staré Mesto, (OFTAL KABE s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/oftalmologicka-ambulancia-bratislava-stare-mesto-oftal-kabe-1.html?page_id=149465,Ambulancia,OFTAL KABE s.r.o.,51-52410994-A0001,81108,"Bratislava - mestská časť Staré Mesto
Poisťovne",www.ocnaambulancia-piestany.sk,,,
"SVaLZ, fyzioterapia, Bratislava-Staré Mesto, (Mgr. Denisa Matúšová)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/svalz-fyzioterapia-bratislava-stare-mesto-mgr.-denisa-matusova.html?page_id=149434,SVaLZ,Mgr. Denisa Matúšová,61-44602430-A0001,81104,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"SVaLZ, rádiológia, Bratislava-Staré Mesto, (Stenimed s.r.o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/svalz-radiologia-bratislava-stare-mesto-stenimed.html?page_id=149426,SVaLZ,Stenimed s.r.o.,61-53377133-A0002,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
"Jednodňová zdravotná starostlivosť, otorinolaryngológia, Bratislava-Staré Mesto, (Cliniq s. r. o.)",Bratislava I,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-i/jednodnova-zdravotna-starostlivost-otorinolaryngologia-bratislava-stare-mesto-cliniq-s.-r.-o..html?page_id=149359,Jednodňová starostlivosť,Cliniq s. r. o.,61-51179458-A0045,81109,"Bratislava - mestská časť Staré Mesto
Poisťovne",,,,
